"RMSD","F1","F2","F3","F4","F5","F6","F7","F8","F9"
0.919,10775.6,2936.32,0.27249,135.714,1500625.4699,175.967,4649.87,162,28.9956
1.971,9871.39,2423.82,0.24553,120.236,1365259.1649,160.037,4674.96,70,29.1182
2.689,8609.28,1614.15,0.18748,100.206,1217018.0419,120.51,3781.74,44,35.2483
3.274,13918.2,4441.25,0.31909,169,1957096.6565,205.439,4802.05,72,25.886
2.887,5140.23,1587.11,0.30876,56.0052,710769.0327,67.0043,2543.99,33,41.8697
14.07,7803.2,2821.01,0.36151,57.5786,1118297.6108,111.201,4809.69,20,40.2415
2.645,9141.62,3085.78,0.33755,106.39,1266922.9624,127.556,3618.49,11,35.5022
1.307,8687.47,2200.8,0.25333,92.3635,1230190.609,126.465,3941.31,160,33.9897
14.642,9390.32,3214.72,0.34234,100.874,1313663.1408,108.011,3587.25,37,35.2238
10.665,6263.33,2094.72,0.33444,59.5549,900939.0514,82.7302,3229.37,23,38.8484
5.022,13681.2,4092.02,0.29909,167.37,1886101.7782,210.438,4794.22,120,28.3893
9.351,5318.83,1845.07,0.34689,45.7529,765492.3225,78.5888,2577.79,50,42.0558
16.231,7714.16,1604.08,0.20793,72.1476,1088471.3848,91.1895,3066.92,46,39.3653
1.94,7123.29,2076.49,0.2915,67.4393,1002250.9187,92.2477,3622.17,32,37.8494
4.122,12517.1,4300.11,0.34353,104.965,1716343.2755,174.031,4622.3,143,29.6568
6.84,18746.5,4451.54,0.23745,205.87,2667086.6668,266.506,5484.06,231,23.23
1.441,9181.06,3343.28,0.36414,89.1905,1223677.7379,140.489,3783.87,55,35.9708
3.835,10306.9,2808.28,0.27246,116.621,1442488.2395,147.357,4343.17,65,33.1871
1.541,10193.6,3150.95,0.30911,127.562,1363098.367,166.662,4019.18,37,33.5786
3.361,12353.3,3904.34,0.31605,152.778,1727460.3665,166.724,5126.29,45,28.2955
17.451,8533.9,3412.1,0.39982,68.5759,1198411.5454,135.506,4086.81,16,34.9627
8.708,6856.68,2348.32,0.34248,66.8689,974710.2727,92.1915,3097.41,32,38.8942
15.214,5711.34,3016.31,0.52812,68.4853,757526.4831,118.642,2756.57,58,40.5175
16.557,13719.1,5573.37,0.40624,127.584,1903705.9974,207.583,5221.13,113,30.3813
8.85,7494.34,1239.85,0.16543,65.3879,1039249.5413,68.9889,2810.65,23,40.0679
2.723,14910.1,4745.84,0.31829,174.824,2070644.6118,232.173,5141.15,175,27.111
10.576,9287.68,2190.95,0.23589,83.5682,1332837.1078,104.351,3695.73,10,37.4172
8.412,6842.07,1817.87,0.26569,52.9912,966786.2528,95.1921,3217.33,8,40.5012
2.858,11107.5,2884.35,0.25967,147.072,1580453.652,155.29,4121.25,120,32.3746
1.678,15139.6,4824.86,0.31869,212.041,2118404.5909,261.951,5363.45,296,24.5716
12.731,10545.7,2911.57,0.27609,56.9443,1439895.7247,146.085,5618.45,28,41.8447
14.151,10622.8,3650.56,0.34365,98.7847,1426168.5939,159.93,5598.12,34,34.7296
1.484,3847.84,1225.64,0.31852,34.1143,524318.4046,48.9537,1400.41,17,44.2935
18.57,11582.5,4366.34,0.37697,92.6439,1602771.7708,162.831,4335.92,105,32.1908
13.23,6668.62,2155.4,0.32321,66.3064,876394.5064,91.0934,3652.95,79,37.7499
19.961,15398,4656.06,0.30238,160.09,2189948.453,220.467,6854.93,83,23.1093
9.074,12595.4,5426.86,0.43086,112.777,1795703.6857,199.133,4949.97,62,30.7863
1.946,8996.48,2083.66,0.2316,108.333,1226607.3751,139.092,4007.47,36,34.128
3.739,11051.6,3150.91,0.2851,100.816,1575153.9174,140.46,4194.26,58,34.2751
2.005,6501.03,2021.06,0.31088,58.3195,908789.1761,94.3574,2738.66,48,40.5528
0.971,11401.3,2473.78,0.21697,133.652,1606415.6845,191.431,4536.9,48,30.4485
3.835,14313.1,3985.8,0.27847,178.661,1990754.6475,209.045,4968.54,112,27.6339
0.797,9633.3,2741.96,0.28463,108.284,1324279.6998,156.255,4142.61,74,33.2904
12.36,6365.52,2723.2,0.4278,59.0385,875999.3447,107.839,3323.73,60,38.2363
3.807,18672.2,6193.64,0.3317,239.04,2552546.8352,324.361,5546.42,96,23.3424
1.737,7829.4,1490.76,0.1904,79.342,1099387.3281,103.305,3770.02,15,34.3319
5.366,7684.1,2370.64,0.30851,69.2939,1077601.8668,100.681,3743.44,51,31.2823
1.528,3900.21,1203.07,0.30846,35.213,532363.8684,49.6825,1400.66,17,44.2558
7.85,5269.48,1301.25,0.24694,48.3985,732945.2373,63.2367,2193.49,2,41.6386
4.125,5850.88,1126.85,0.19259,52.1859,807425.9107,69.8971,3057.38,30,39.836
2.335,5756.39,1615.94,0.28072,64.9757,721473.2375,89.2036,3112.33,16,39.4241
14.352,9490.09,2931.14,0.30886,97.6559,1319533.9729,123.984,4773.71,152,30.6599
2.221,11993.7,3121,0.26021,164.771,1669552.0202,185.577,4686.8,45,29.5031
11.955,4232.65,1377.56,0.32546,36.1128,571236.3614,53.0907,1420.72,29,44.4408
14.192,6958.24,2915.31,0.41897,79.0716,964357.3595,124.739,3190.36,89,38.0775
1.191,7579.33,2173.46,0.28676,72.1861,1034347.3064,117.127,3079.35,80,39.0502
20.659,12218.3,3612.62,0.29567,140.157,1709029.2643,189.951,4169.92,42,31.7854
18.505,8389.69,2988.68,0.35623,66.8369,1196267.8274,107.352,4304.96,61,38.224
19.072,8920.86,2114.2,0.23699,95.1198,1240273.5739,115.167,4461.83,130,27.3178
2.91,14017.8,4036.41,0.28794,196.953,1898038.6796,216.228,4689.05,168,29.0676
3.126,5979.83,2015.32,0.33701,57.5484,822932.0254,90.4662,2674.97,43,40.6742
2.343,15216.7,5293.8,0.34789,231.317,2042896.5476,256.435,5210.49,118,26.2777
9.257,9007.29,3415.47,0.37918,89.7117,1274128.9754,147.194,3514.77,61,37.6381
19.418,14095.6,4101.02,0.29094,172.25,1978079.4998,185.553,5364.84,143,23.8059
2.783,8712.43,2766.76,0.31756,100.936,1195261.3887,146.145,3331.27,21,36.1141
1.964,11084.9,3021.93,0.27261,139.54,1531665.9264,163.472,4445.59,90,28.7561
20.785,14386.6,3968.47,0.27584,176.07,1999059.9439,234.628,5069.15,193,21.4382
1.931,8485.31,2387.78,0.2814,82.4057,1208270.0706,132.31,3806.86,3,36.3682
12.326,6756.5,2315.05,0.34264,67.6503,946782.202,93.8761,3246.15,41,39.1172
1.763,15428.6,5293.01,0.34306,239.37,2093752.4278,254.082,5426.93,130,23.8448
12.896,8776.99,2710.96,0.30887,92.8389,1233642.355,121.832,4609.5,121,33.2394
1.275,14868.4,3111.15,0.20924,181.19,2065946.8514,221.103,4702.23,37,28.519
7.714,5854.86,1918.45,0.32766,55.7354,799204.7647,83.7547,3217.33,13,39.4789
5.24,5873.43,1898.03,0.32315,67.7419,812651.9523,93.415,2792.03,39,39.8042
4.035,11955.2,3915.08,0.32747,146.208,1677138.8995,179.061,4825.82,44,27.3875
2.267,21687.9,6786.19,0.3129,298.935,2963630.4486,316.883,6538.25,263,18.5808
13.453,7267.34,1791.73,0.24654,72.4993,1032609.2287,85.486,3201.01,47,36.8076
2.388,11583.2,3206.4,0.27681,147.281,1664377.5218,163.086,4108.25,131,32.3496
3.541,17471.2,5131.29,0.29369,230.854,2451399.5117,279.983,5738.99,142,21.0352
9.166,6111.88,1523.04,0.24919,69.0883,856900.4127,83.2581,2789.27,74,39.555
13.025,7179.66,2054.23,0.28611,72.23,977457.7331,113.319,3347.69,51,38.0057
2.161,4397.51,812.31,0.18472,40.821,579416.5135,67.3081,2564.65,13,44.6214
16.083,12449.2,3818.64,0.30673,130.286,1735610.7977,161.239,4990.91,154,29.242
1.546,13668,3811.72,0.27887,159.107,1911416.6901,234.943,4443.28,82,30.0694
4.221,4894.36,2087.69,0.42655,37.684,690139.9992,64.9837,2619.76,39,42.7294
15.652,8782.33,3595.33,0.40938,107.018,1178305.9249,141.826,3582.77,67,36.8466
3.993,9588.3,3779.4,0.39416,89.7906,1345169.0834,148.285,3983.08,131,34.0411
0.641,4815.01,948.26,0.19693,45.3503,693078.0896,54.6066,2183.33,80,42.8312
5.792,14927.1,3677.42,0.24635,157.199,2065433.5209,213.377,5757.89,105,25.2547
11.295,5840.13,2079.42,0.35605,40.5785,792665.2821,92.8904,1854.76,7,42.0951
5.28,18845,5143.53,0.27293,264.832,2617194.5305,287.627,5524.55,205,23.6909
1.361,6557.86,2354.67,0.35906,80.2877,896189.7245,91.2081,3266.93,60,38.4477
8.089,5879.17,1834.85,0.31209,54.7437,804905.2319,78.6281,3202.8,13,39.5285
15.58,7264.35,3358.94,0.46238,35.7661,1027658.8248,103.146,2725.09,65,38.6137
2.236,6845.95,1689.63,0.2468,63.6453,959751.8577,84.8868,3652.69,23,38.0691
15.503,5441.93,1474.82,0.27101,50.0433,690500.0248,74.6932,2558.82,32,41.6227
4.211,9959.05,2789.74,0.28012,96.4091,1397513.3005,128.767,4306.84,47,33.0915
1.642,12793.9,3421.03,0.26739,155.063,1815871.4338,167.7,4866.89,31,28.7068
3.082,4942.25,2011.86,0.40707,34.7229,700928.7704,64.4044,2528.99,39,42.7253
8.071,5761.18,1935.44,0.33594,54.9343,790266.4387,81.6474,3181.43,15,39.4678
2.229,4067.46,774.22,0.19034,41.1929,535651.2479,62.102,2556.12,12,43.4703
3.857,11745.9,3475.66,0.2959,105.607,1621527.2013,166.783,5862.92,9,33.3509
12.744,6035.48,1935.79,0.32073,65.0905,822002.8699,85.5888,2975.89,43,39.7569
13.294,11975.6,3772.08,0.31498,126.586,1694432.0001,175.043,4611.32,147,30.5623
3.665,6898.25,1380.92,0.20018,84.206,924883.8491,112.499,3352.55,67,35.4125
2.869,7916.78,2491.08,0.31465,71.0284,1073817.3982,110.308,3544.2,79,35.3833
1.879,10281.9,3263.66,0.31741,125.305,1364648.8717,165.459,4040.38,40,31.3929
1.649,5895.48,1902.12,0.32264,69.9331,822618.9538,84.0837,3034.16,35,40.2843
1.502,15158.5,3559.47,0.23481,182.179,2128071.3023,223.107,4742.51,30,28.2509
16.259,13515.4,4483.91,0.33176,174.565,1842150.7226,245.128,4854.77,143,28.297
1.655,4171.78,1267.82,0.3039,36.7568,575714.9976,51.1491,1387.75,17,44.3803
12.701,5997.51,1715.81,0.28608,55.6629,817862.0228,85.2411,2453.22,27,40.7298
0.96,23203.9,5667.15,0.24423,334.525,3186500.4092,398.152,6224.62,163,19.8509
20.357,9161.8,2871.69,0.31344,108.822,1273677.7105,141.473,3974.91,93,32.6058
13.872,10721.2,2655.04,0.24764,73.6149,1526980.4121,137.672,4205.52,66,33.5365
3.816,10021.2,2965.56,0.29592,105.314,1367541.1576,148.339,3917.64,32,33.9268
13.165,7071.6,2408.98,0.34065,58.8192,1018899.5055,94.1086,4298.14,25,36.224
4.793,5440.25,1678.27,0.30849,45.5839,756988.2997,75.9217,2020.73,3,42.2367
1.399,8761.12,2420.99,0.27633,104.578,1200262.5547,131.261,3268.26,4,29.4227
14.227,19216.7,5521.05,0.2873,208.443,2633654.148,290.826,6054.46,235,20.7279
2.723,7599.54,2450.26,0.32242,72.2587,1050556.5836,103.434,3229.48,11,46.5464
2.03,10255.3,2590.13,0.25256,115.663,1426715.2151,129.898,4280.27,59,33.5859
10.058,6323.08,1321.34,0.20897,67.2205,841391.7076,79.798,3067.06,35,38.403
2.468,10204,2646.78,0.25938,116.985,1397592.7537,141.965,4212.08,123,32.5268
8.392,9272.38,2372.99,0.25592,77.6755,1281058.6869,110.739,3747.54,52,34.5205
2.071,12965.3,3525.4,0.27191,164.937,1799006.5245,194.612,5104.8,65,28.5742
8.187,14280,4487.22,0.31423,150.08,1955056.9551,225.18,5400.14,13,30.6258
1.283,7418.72,1955.32,0.26356,90.2236,1038293.7197,103.374,3905.78,25,35.6903
5.637,5405.44,2326.79,0.43045,53.0242,732863.9692,86.7353,2507.27,64,41.1769
2.56,7750.14,3254.36,0.4199,75.2975,1095715.348,122.609,3284.17,35,37.8859
1.692,6362.2,1742.98,0.27395,67.4458,906239.0984,81.7128,3102.38,8,38.8268
5.762,6176.89,1328.48,0.21507,53.0043,881177.2932,67.3469,2953.41,26,32.3692
1.582,7945.53,2045.29,0.25741,83.7971,1137150.6754,110.705,4053.19,90,34.9792
10.701,5589.37,1754.08,0.31382,52.118,760307.7929,89.2649,2936.08,14,40.453
12.834,8038.47,1408.64,0.17523,62.1192,1126907.7201,89.1238,2969.74,30,38.4898
4.818,7354.6,2025.71,0.27543,58.1425,974718.1111,90.6879,3115.46,49,39.8974
3.266,8378,1724.31,0.20581,97.8196,1174543.2463,123.254,3789.39,45,35.0834
13.199,8046.04,2541.29,0.31584,57.5837,1109903.8713,109.886,3436.52,36,40.9838
2.425,10957.4,2178.75,0.19883,128.477,1490278.144,145.851,3734.92,17,34.7273
3.573,8917.51,2301.04,0.25803,98.6169,1258363.2213,137.242,3774.67,41,35.2928
1.806,6727.79,2142.79,0.31849,63.3557,907510.0958,98.6305,3191.48,23,39.7872
9.83,7096.02,2399.66,0.33816,60.1236,1027370.892,92.8701,3571.72,41,46.5464
5.368,14640.9,4524.4,0.30902,159.934,2025950.2697,209.778,4947.86,89,27.8781
1.769,8067.24,2275.93,0.28212,89.7446,1131128.2881,102.425,4017.37,21,35.8618
1.266,8288.95,1764.14,0.21283,78.5353,1188882.1036,99.8269,3942.38,9,34.714
0.918,10105.4,2048.52,0.20271,102.392,1426628.6247,140.191,4313.89,51,33.2554
17.082,6699.14,1900.6,0.2837,60.3641,878267.8567,91.0114,2868.21,42,39.6363
17.696,9847.26,3998.71,0.40607,89.3896,1422543.5507,142.204,3569.18,84,35.7519
10.203,16828.2,6022.62,0.35788,129.032,2253111.295,272.982,5602.58,157,24
10.202,18816,5214.85,0.27714,200.948,2605886.8545,289.683,6274.4,239,19.4941
12.291,4488.7,1641.8,0.36576,40.8412,618204.365,59.6505,1820.04,47,43.9881
2.558,14623.4,3841.29,0.26268,160.907,2109642.6945,198.891,4919.04,31,28.8936
6.345,11564.4,3874.47,0.33503,128.74,1597669.9264,153.394,4788.61,75,29.6564
2.408,8894.35,3110.92,0.34976,92.2818,1200809.0323,125.24,3345.91,80,38.0448
16.92,13013.3,4660.01,0.35809,148.072,1869120.0075,231.383,4699.23,122,23.6234
3.379,13127,3944.42,0.30048,143.659,1811647.3997,205.062,4533.98,43,29.7264
2.337,9044.93,2690.74,0.29748,96.1911,1249772.2301,124.255,3882.97,28,33.9623
15.197,7453.88,2959.13,0.39699,58.6885,1058225.824,113.227,2805.23,68,40.4711
4.668,7857.26,1920.75,0.24445,76.4435,1074693.0721,97.5646,3616.86,39,36.8104
1.563,13956.6,4372.98,0.31332,174.306,1923832.0233,207.782,5243.94,176,26.9695
1.785,14479.2,4766.69,0.3292,156.892,2083592.6201,223.068,5707.02,78,25.1277
18.273,8909.92,2573.21,0.2888,88.229,1229166.5712,108.468,4092.86,38,30.6493
6.147,6504.69,1601.23,0.24616,55.802,867365.7729,77.8755,3240.31,33,38.6035
4.391,6334.8,2287.93,0.36116,82.7623,758607.3293,124.561,2103.57,90,41.3378
2.283,10912.7,3701.08,0.33915,128.332,1454042.347,168.524,4096.12,50,33.3544
14.318,8332.61,2487.95,0.29857,85.5382,1144664.7611,139.98,3699.87,79,37.0086
9.412,9600.9,3149.31,0.32802,93.9598,1331251.9417,129.778,3468.41,66,35.8643
2.954,7537.66,2982.66,0.3957,109.989,1021758.6838,135.06,4021.6,43,35.1134
0.479,8614.67,2074.13,0.24076,99.734,1205366.5689,121.43,3261.36,4,36.786
11.575,5591.14,1495.76,0.26752,63.9793,758191.2958,82.9825,2761.4,22,40.47
14.36,7246.83,2354.01,0.32483,62.0457,1026057.345,101.376,3644.15,38,38.1242
14.394,7796.47,2363.3,0.30312,111.793,1057660.2521,129.514,3931.19,73,35.2542
4.75,8441.88,2008.05,0.23786,89.4945,1189051.1509,112.542,3813.71,68,31.7864
4.546,16866.6,6345.16,0.37619,183.706,2365513.8385,261.404,5572.1,166,26.0779
1.512,8841.04,1719.34,0.19447,83.7295,1271385.7138,118.414,4035.76,105,34.9864
3.947,21487.7,6646.12,0.30929,255.803,2999125.9882,327.015,5539.45,84,23.1368
4.071,4959.22,1536.09,0.30974,45.8365,678647.1511,61.1682,1910.12,14,43.637
16.216,7108.55,2213.11,0.31133,66.4172,1015164.6777,105.781,3455.73,19,37.4432
15.723,5250.48,1376.82,0.26222,41.5118,732886.5296,74.6019,2802.96,27,40.5653
2.725,10306.3,2109.74,0.2047,90.6874,1451665.1372,128.01,3617.34,125,35.9545
11.413,8436.05,2138.14,0.25345,98.3222,1164338.0761,101.958,3444.38,46,35.6652
1.025,6025.02,788.63,0.13089,52.3974,855892.5993,66.1001,2752.91,1,42.1438
3.559,7908.45,1938.32,0.24509,95.8701,1063505.5181,121.776,3859.74,27,34.6416
12.887,7772.72,2782.7,0.358,63.3027,1070065.3088,124.362,3268.11,60,38.4986
3.038,10646.5,3161.3,0.29693,128.606,1458312.7707,152.476,4876.91,71,29.5147
6.458,8319.96,2510.81,0.30178,67.6949,1138728.0212,104.614,3737.39,58,36.7905
2.761,16216.4,4176.99,0.25757,197.239,2137656.6098,267.933,5226.34,187,25.7251
16.013,9877.34,3032.77,0.30704,106.059,1352701.2807,145.897,4269.94,113,33.6152
2.67,22164.4,7614.83,0.34356,182.68,3147776.4575,362.872,15827.65,95,26.6866
2.097,12270.6,3279.09,0.26723,156.528,1688912.0906,191.075,4074.44,59,30.6616
3.513,8274.37,2472.52,0.29881,83.6552,1170765.5095,114.575,3603.75,28,36.903
2.702,8245.27,2437.73,0.29565,83.7021,1181488.9633,113.64,3903.55,42,35.6526
10.88,4962.11,1669.52,0.33645,32.2093,708220.216,59.0348,1273.75,40,44.8371
6.686,16534.3,5228.3,0.3162,180.118,2285043.7183,243.49,6627.68,93,27.8253
1.969,6226.04,1401.21,0.22505,69.4464,896941.076,74.121,3057.94,12,38.9524
3.303,6221.4,1899.33,0.30528,56.4074,893309.5104,81.0269,2584.15,59,41.5307
17.186,10321,3059.7,0.29645,92.8307,1448243.9118,143.795,3844.11,128,34.445
5.115,8012.87,2493.62,0.3112,94.8372,1083942.0118,129.607,3867.43,38,35.4204
4.332,8707.15,2282.38,0.26212,79.3916,1224444.8268,101.423,3764.52,40,35.0684
1.901,16472.5,5283.39,0.32074,213.365,2281668.6253,251.262,5420.72,286,24.0454
2.938,9481.66,2395.68,0.25266,96.9966,1332973.4503,133.213,3543.65,123,35.6194
5.265,7709.7,1313,0.1703,77.07,1047869.8777,97.1864,3057.84,36,35.0605
2.072,15530.9,5587.16,0.35974,238.011,2111877.4954,255.127,5430.46,127,23.8237
5.382,4792.3,1154.63,0.24093,50.3265,627099.4059,77.5987,3137.48,22,40.1624
2.287,14642.1,4955.5,0.33844,162.836,2134092.5805,283.56,4919.9,76,27.261
0.674,9289.3,2687.22,0.28928,101.451,1271805.5606,161.873,4128.81,72,33.1849
1.451,8846.31,2334.99,0.26395,81.5471,1269896.4262,117.349,4043.17,100,34.9319
10.142,8471.57,2702.65,0.31902,93.6389,1164562.0202,113.749,3936.79,38,36.039
2.412,16515.7,5405.95,0.32732,208.846,2173129.6486,264.063,6056.75,255,21.7321
5.393,15670.7,4301.91,0.27451,200.647,2133626.0963,247.767,5132.49,85,25.2711
6.568,12606.9,5021.9,0.39834,74.2201,1735071.5697,180.223,4357.39,102,31.0892
2.23,7348.85,2495.6,0.33959,75.3973,1005298.3862,103.395,3815.76,36,36.4173
9.394,10828.8,3789.82,0.34997,99.0582,1498039.8802,152.435,4269.8,32,34.7976
16.523,7363.17,1913.5,0.25987,61.1006,1063761.639,99.4046,2865.71,37,37.5226
10.363,19240.5,6927.89,0.36006,190.457,2709372.7709,270.4,5443.21,62,27.5188
11.663,7045.12,2386.39,0.33872,50.413,955624.0626,100.531,2774.62,43,40.0199
15.677,6889.01,1714.87,0.24892,77.8161,928484.2291,101.04,3312.31,17,37.21
10.056,4281.91,1917.83,0.44789,36.3618,572027.912,68.4286,1479.58,35,43.7689
16.935,8072.4,2570.41,0.31841,97.7585,1010039.139,147.596,3451.01,103,37.4559
0.732,6081.95,921.01,0.15143,45.4568,856243.2865,73.6534,2676.31,1,42.1781
4.819,13100.8,4773.97,0.3644,158.227,1823647.5598,205.544,5070.19,117,27.3116
1.89,13323.7,3315.85,0.24886,180.076,1823349.4438,211.305,4578.5,173,28.8925
1.931,7879.32,2634.78,0.33439,79.1298,1079884.1307,109.161,3119.49,114,37.8651
0.671,5032.17,958.43,0.19046,44.6877,723519.2352,59.0087,2186.27,81,42.8088
1.746,15392.8,4723.64,0.30687,176.43,2118768.2372,259.161,5386.95,167,23.9358
3.052,11792.2,3757.52,0.31864,109.358,1705474.422,190.858,4435.14,20,32.3231
2.676,14529.5,4380.31,0.30147,207.832,1893013.9332,235.454,5829.48,242,21.9713
17.611,7646.63,2601.99,0.34027,66.4034,1085839.8463,103.549,2991.72,74,37.3685
2.073,13614.3,3796.36,0.27885,172.157,1879564.3348,197.959,5100.57,64,26.6874
4.65,13715.4,4547.53,0.33156,157.395,1893727.8795,197.78,5007.9,75,27.3705
10.721,7192.72,1780.04,0.24747,62.641,1017703.4378,90.1098,3319.26,17,36.3503
2.938,6455.91,2289.36,0.35461,59.5162,886702.071,86.6325,2741.39,47,40.2761
1.986,7615.37,1948.47,0.25586,82.91,1029390.1703,130.181,3546.72,42,36.263
1.793,3864.97,1053.02,0.27245,34.1935,550308.7297,45.6028,1776.45,12,44.501
16.459,17871,7216.64,0.40381,193.868,2506332.1741,262.923,5216.9,119,26.8505
6.349,6345.88,1709.06,0.26931,72.6633,840252.4561,92.1897,3628.43,71,34.9113
13.827,8662.21,2188.68,0.25266,88.3067,1160300.7543,107.216,3796.96,25,36.2091
2.079,9794.69,2876.21,0.29364,99.6202,1337376.7685,150.652,3838.93,119,34.8531
9.868,19541.4,6076.85,0.31097,206.662,2697068.4554,317.968,6299.13,237,20.0897
2.131,10488.6,2389.16,0.22778,123.716,1431193.7176,146.515,3638.58,13,34.7684
14.051,6667.75,1946.02,0.29185,52.0873,900891.9445,104.37,2644.55,33,40.6091
1.62,5683.87,1145.93,0.20161,51.2704,822016.2324,71.0241,2864.46,56,40.2968
2.971,7917.52,3277.11,0.4139,80.6365,1122584.5689,121.752,3302.89,45,37.7346
1.352,9042.9,2479.64,0.2742,110.408,1239761.8437,149.851,4076.62,80,33.6863
2.738,13437.4,4125.82,0.30704,169.988,1896305.4182,213.492,5001.84,199,27.5569
5.853,9571.76,2467.9,0.25783,117.443,1313252.6199,135.571,4162.15,120,32.8752
13.41,5093.26,1502.56,0.295,44.8954,663754.8858,70.448,2022.61,35,43.1914
12.334,4187.48,1603.22,0.38286,35.688,562494.1632,57.444,1418.18,31,44.6032
8.354,3124.09,1155.68,0.36992,24.8489,427736.5329,40.6867,1356.57,2,45.7252
13.858,17528.1,5342.69,0.3048,206.604,2506246.3611,292.501,5536.19,277,19.2975
4.816,6078.17,1619.52,0.26644,50.1178,764164.3381,87.2886,2614.7,26,42.3502
3.876,5768.89,1635.91,0.28357,64.3121,769504.3587,82.4737,2789.57,27,40.8005
2.137,4693.25,883.79,0.18831,44.5076,634666.3717,65.1147,2632.24,11,42.8899
19.23,9295.53,3715.08,0.39966,66.3188,1288224.2306,138.096,4016.77,86,38.7168
1.815,9544.42,3563.1,0.37331,91.1501,1258401.4242,148.338,3660.4,52,35.6765
4.166,8761.41,3255.79,0.3716,80.9209,1184137.4213,134.283,4312.39,36,34.8133
5.487,7329.79,2499.9,0.34106,59.3489,1010399.3164,89.0749,3300.19,31,38.0899
5.269,9365.9,2117.42,0.22607,84.152,1322280.2344,111.885,4808.61,45,32.6066
3.249,8075.82,3184.03,0.39426,88.2,1116588.795,119.719,3673.43,97,35.2532
2.352,14263.2,3613.9,0.25337,204.033,1989802.624,239.281,4916.2,122,27.1215
1.772,7701.32,1789.32,0.23233,68.3435,1114213.9945,99.6132,3037.45,15,34.3525
2.198,9141.55,2687.28,0.29396,89.4391,1283192.9138,121.742,4408.27,41,33.5176
1.772,5662.92,1234.13,0.21793,50.5806,785552.187,67.1784,3279.27,59,40.2288
8.844,4941.33,1465.78,0.29663,37.9478,695625.9128,72.4075,2453.4,44,41.4984
2.135,17165.6,3795.68,0.22112,215.414,2433994.8262,261.895,5576.64,92,23.4821
3.889,6353.07,1341.41,0.21114,55.4114,855973.8918,79.3717,2446.79,33,41.2578
13.617,6349.84,2580.76,0.40642,52.9966,902823.4136,92.6778,2610.93,83,40.441
14.253,5798.14,1536.26,0.26495,43.3242,798760.1608,86.8,2810.65,39,40.9084
15.775,8921.47,2322.81,0.26036,57.9111,1264896.2741,98.91,3669.79,26,37.3684
2.111,7153.63,2379.4,0.33261,77.894,990355.0247,99.3868,3727.93,32,36.7208
2.232,7646.5,2025.89,0.26494,91.0568,1088954.3675,106.068,3459.35,86,36.7405
1.792,8406.56,2362.69,0.28105,91.8378,1150525.2094,120.243,3409.03,119,36.5712
1.481,8413.17,2126.49,0.25275,73.52,1218046.5559,101.244,3154.08,12,37.3161
10.901,7136.09,2485.18,0.34825,60.5214,936968.9201,118.645,3289.3,5,39.8058
2.322,6404.89,1633.7,0.25507,52.1058,896896.0965,76.2758,3461.01,60,38.323
4.437,9759.95,3299.54,0.33806,93.2773,1394731.6418,143.226,4076.19,104,33.8766
15.295,9455.76,3383.04,0.35777,79.9725,1313744.8275,130.83,4089.37,42,33.3666
6.483,10636.5,3902.66,0.36691,92.1203,1508596.1701,138.065,3794.63,4,36.0686
6.226,5802.3,1362.89,0.23488,60.7036,790263.7444,83.3143,3003.96,49,38.2173
6.812,6150.87,1375.94,0.22369,67.1819,857824.9058,75.936,2854.47,74,39.2595
1.508,6401.34,1541.57,0.24081,75.6127,855995.1677,92.3182,3455.63,81,37.3925
2.19,14497.7,3472.45,0.23951,183.28,2032056.5942,197.535,4002.03,146,32.4638
18.741,8119.4,3003.36,0.36989,92.5203,1096442.6071,159.312,3888.11,77,35.1538
3.297,12994,3785.49,0.29132,166.398,1800339.6961,202.037,4841.8,69,28.2376
3.942,5335.47,775.22,0.14529,56.838,734971.8338,54.7702,3005.12,15,39.6935
3.17,8992.93,2166.42,0.2409,100.69,1271679.4889,126.067,3812.7,52,35.142
15.404,7806.93,3084.7,0.39512,71.9792,1104824.2782,114.019,3170.58,43,37.7961
12.843,7051.57,2938.66,0.41673,53.1901,986951.4057,124.161,2603.56,70,40.2002
2.623,12018.2,3149.6,0.26206,152.064,1712656.0331,170.365,4717.21,27,29.019
4.144,11984.6,3182.35,0.26553,144.756,1605850.4392,193.193,4505.84,55,31.4228
0,13741.3,4086.78,0.2974,147.053,1873468.7138,205.763,5715.06,20,30.5898
2.932,15112.4,5470.59,0.36199,188.102,2081073.0286,228.02,4680.39,42,25.7814
11.011,9950.98,3637.88,0.36558,88.9358,1376314.0715,136.864,3812.48,49,34.7681
11.348,3954.5,1206.8,0.30517,36.1699,536478.8466,50.8044,1386.46,32,44.5309
9.357,7157.17,2937.67,0.41045,73.031,967946.391,117.458,3347.32,69,37.2687
18.156,9552.44,3931.33,0.41155,86.9237,1303576.4263,129.596,3984.27,37,35.6842
1.05,11662.5,2429.16,0.20828,155.754,1650806.1144,178.793,4601.2,50,30.0134
1.951,9046.45,2049.49,0.22655,99.9678,1236841.4172,140.902,4020.2,42,34.0341
2.199,10431.7,3846.94,0.36877,135.02,1368498.519,198.203,4562.86,175,30.6638
11.266,7649.79,2131.69,0.27865,53.8724,1068451.9363,92.0834,3016.3,16,46.5464
9.987,13770.8,5108.59,0.37097,199.45,1818316.0093,262.645,4752.86,106,25.578
1.738,12406.8,3594.44,0.28971,151.083,1778717.3846,177.514,4717.93,23,28.9682
